Front	Back	Tags
[핵심개념] 불공정조달행위 제재	<b>출제 포인트</b>: ‘불공정 조달행위’는 조달물자의 공급 과정에서 공정성을 해치는 6가지 유형의 행위를 말한다. ①입찰 또는 계약 등과 관련해 허위·변조 또는 거짓 서류 제출 ②직접생산기준을 위반한 납품 ③원산지 거짓 표시 ④사전 승인 없는 계약규격과 다른 제품의 납품 ⑤다수공급자계약의 ‘우대가격유지의무’ 위반 ⑥우수조달물품 등의 지정을 거짓 또는 부정한 방법으로 받는 행위가 해당한다.<br><br><b>문제 연결</b>: 불공정조달행위 6대 유형은 ①거짓 서류 제출 ②직접생산기준 위반 납품 ③원산지 거짓 표시 ④사전 승인 없는 규격 상이 납품 ⑤우대가격유지의무 위반 ⑥지정의 거짓·부정 취득이다. 단순한 입찰서 미제출은 여기에 해당하지 않는다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제7장-2.3-불공정조달행위-제재	subject_1 S1.M6.SB2.D3 box-multi concept
[박스 다중선택] 「조달사업법」 제21조제1항에 따른 불공정조달행위에 해당하는 것을 모두 고른 것은?<br><br>ㄱ. 직접생산기준을 위반한 납품<br>ㄴ. 다수공급자계약의 우대가격유지의무 위반<br>ㄷ. 입찰공고에 제시된 기간 내에 입찰서를 제출하지 않는 행위<br><br>① ㄱ, ㄴ<br>② ㄱ, ㄷ<br>③ ㄴ, ㄷ<br>④ ㄱ, ㄴ, ㄷ	<b>정답</b>: ① ㄱ, ㄴ<br><br>불공정조달행위 6대 유형은 ①거짓 서류 제출 ②직접생산기준 위반 납품 ③원산지 거짓 표시 ④사전 승인 없는 규격 상이 납품 ⑤우대가격유지의무 위반 ⑥지정의 거짓·부정 취득이다. 단순한 입찰서 미제출은 여기에 해당하지 않는다.<br><br><b>근거</b>: ‘불공정 조달행위’는 조달물자의 공급 과정에서 공정성을 해치는 6가지 유형의 행위를 말한다. ①입찰 또는 계약 등과 관련해 허위·변조 또는 거짓 서류 제출 ②직접생산기준을 위반한 납품 ③원산지 거짓 표시 ④사전 승인 없는 계약규격과 다른 제품의 납품 ⑤다수공급자계약의 ‘우대가격유지의무’ 위반 ⑥우수조달물품 등의 지정을 거짓 또는 부정한 방법으로 받는 행위가 해당한다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제7장-2.3-불공정조달행위-제재	subject_1 S1.M6.SB2.D3 box-multi source
불공정조달행위 제재에서 조심할 선택지는?<br><br>「조달사업법」 제21조제1항에 따른 불공정조달행위에 해당하는 것을 모두 고른 것은?	① ㄱ, ㄴ — ㄱ과 ㄴ은 각각 6대 유형의 ②와 ⑤에 해당하므로 정답이다.<br>② ㄱ, ㄷ — ㄷ은 불공정조달행위 6대 유형에 포함되지 않는다.<br>③ ㄴ, ㄷ — ㄱ이 빠지고 해당하지 않는 ㄷ이 포함되어 오답이다.<br>④ ㄱ, ㄴ, ㄷ — ㄷ까지 포함하면 6대 유형의 범위를 넘어서므로 오답이다.<br><br><b>난이도</b>: 함정	subject_1 S1.M6.SB2.D3 box-multi trap
[핵심개념] 부당이득금 환수	<b>출제 포인트</b>: 조달청은 공공조달 과정에서 공정성을 해치는 특정한 행위를 불공정조달행위로 규정하고, 조사를 통해 불공정조달행위 여부를 판단하고 후속 조치를 취하고 있다. 그중에서도 불공정한 조달행위를 통해 부당한 이득을 얻은 경우에는 부당이득금을 환수토록 조치하고 있다. 불공정조달행위로 이득을 얻은 경우에는 환수할 수 있다(「조달사업법」 제21조제6항).<br><br><b>문제 연결</b>: 「조달사업법」 제21조제6항은 불공정조달행위로 얻은 이득의 환수 근거를 두고 있으며, 시정 요구·입찰참가자격 제한 등의 처분과 함께 이루어진다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제7장-2.4-부당이득금-환수	subject_1 S1.M6.SB2.D4 positive concept
[기본형] 부당이득금 환수에 대한 설명으로 옳은 것은?<br><br>① 불공정한 조달행위를 통해 부당한 이득을 얻은 경우 「조달사업법」에 따라 부당이득금을 환수한다.<br>② 부당이득금 환수는 형사처벌이 확정된 경우에만 가능하다.<br>③ 불공정조달행위로 이득을 얻더라도 시정 요구만 가능하고 환수는 불가능하다.<br>④ 부당이득금 환수는 입찰참가자격 제한 처분과 병행할 수 없다.	<b>정답</b>: ① 불공정한 조달행위를 통해 부당한 이득을 얻은 경우 「조달사업법」에 따라 부당이득금을 환수한다.<br><br>「조달사업법」 제21조제6항은 불공정조달행위로 얻은 이득의 환수 근거를 두고 있으며, 시정 요구·입찰참가자격 제한 등의 처분과 함께 이루어진다.<br><br><b>근거</b>: 조달청은 공공조달 과정에서 공정성을 해치는 특정한 행위를 불공정조달행위로 규정하고, 조사를 통해 불공정조달행위 여부를 판단하고 후속 조치를 취하고 있다. 그중에서도 불공정한 조달행위를 통해 부당한 이득을 얻은 경우에는 부당이득금을 환수토록 조치하고 있다. 불공정조달행위로 이득을 얻은 경우에는 환수할 수 있다(「조달사업법」 제21조제6항).<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제7장-2.4-부당이득금-환수	subject_1 S1.M6.SB2.D4 positive source
부당이득금 환수에서 조심할 선택지는?<br><br>부당이득금 환수에 대한 설명으로 옳은 것은?	① 불공정한 조달행위를 통해 부당한 이득을 얻은 경우 「조달사업법」에 따라 부당이득금을 환수한다. — 「조달사업법」에 따른 부당이득금 환수 근거를 정확히 서술해 정답이다.<br>② 부당이득금 환수는 형사처벌이 확정된 경우에만 가능하다. — 환수는 조달청의 조사와 판단에 따른 행정적 조치이며 형사처벌 확정을 요건으로 하지 않는다.<br>③ 불공정조달행위로 이득을 얻더라도 시정 요구만 가능하고 환수는 불가능하다. — 「조달사업법」 제21조제6항이 환수 근거를 명시하고 있다.<br>④ 부당이득금 환수는 입찰참가자격 제한 처분과 병행할 수 없다. — 시정 요구와 입찰참가자격 제한 처분 등과 함께 환수 조치가 이루어질 수 있다.<br><br><b>난이도</b>: 중요	subject_1 S1.M6.SB2.D4 positive trap
[핵심개념] 유권해석 및 감사사례	<b>출제 포인트</b>: 행정심판은 처분을 행한 행정청에 이의를 제기해 처분청의 상급기관에서 다시 한번 심리하도록 함으로써 법원의 간섭 없이 행정청 스스로 행정의 능률성과 동일성을 확보하기 위해 행정청에 마련된 제도이다. 공공조달이나 계약과 관련한 주된 행정소송 대상은 부정당업자 제재, 입찰참가자격 제한처분, 국가보조금 환수처분, 직접생산확인 취소처분, 우수제품지정 취소처분 등이 해당한다.<br><br><b>문제 연결</b>: 행정심판은 행정청 내부의 자기시정 절차이고, 행정소송은 공법상 법률관계를 대상으로 하는 법원의 절차다. 부정당업자 제재·입찰참가자격 제한처분 등이 행정소송의 대상이다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제7장-행정심판과-행정소송	subject_1 S1.M6.SB1.D2 positive concept
[기본형] 행정심판과 행정소송에 대한 설명으로 옳은 것은?<br><br>① 행정심판은 처분을 행한 행정청에 이의를 제기해 처분청의 상급기관이 다시 심리하도록 하는 행정청 내부의 제도이다.<br>② 행정소송은 사법상의 법률관계를 대상으로 하고, 민사소송은 공법상의 법률관계를 대상으로 한다.<br>③ 부정당업자 제재나 입찰참가자격 제한처분은 민사소송의 대상이다.<br>④ 행정심판을 거치면 행정소송을 제기할 수 없다.	<b>정답</b>: ① 행정심판은 처분을 행한 행정청에 이의를 제기해 처분청의 상급기관이 다시 심리하도록 하는 행정청 내부의 제도이다.<br><br>행정심판은 행정청 내부의 자기시정 절차이고, 행정소송은 공법상 법률관계를 대상으로 하는 법원의 절차다. 부정당업자 제재·입찰참가자격 제한처분 등이 행정소송의 대상이다.<br><br><b>근거</b>: 행정심판은 처분을 행한 행정청에 이의를 제기해 처분청의 상급기관에서 다시 한번 심리하도록 함으로써 법원의 간섭 없이 행정청 스스로 행정의 능률성과 동일성을 확보하기 위해 행정청에 마련된 제도이다. 공공조달이나 계약과 관련한 주된 행정소송 대상은 부정당업자 제재, 입찰참가자격 제한처분, 국가보조금 환수처분, 직접생산확인 취소처분, 우수제품지정 취소처분 등이 해당한다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제7장-행정심판과-행정소송	subject_1 S1.M6.SB1.D2 positive source
유권해석 및 감사사례에서 조심할 선택지는?<br><br>행정심판과 행정소송에 대한 설명으로 옳은 것은?	① 행정심판은 처분을 행한 행정청에 이의를 제기해 처분청의 상급기관이 다시 심리하도록 하는 행정청 내부의 제도이다. — 행정심판의 성격과 심리 주체를 정확히 서술해 정답이다.<br>② 행정소송은 사법상의 법률관계를 대상으로 하고, 민사소송은 공법상의 법률관계를 대상으로 한다. — 행정소송이 공법상, 민사소송이 사법상 법률관계를 대상으로 하므로 설명이 뒤바뀌었다.<br>③ 부정당업자 제재나 입찰참가자격 제한처분은 민사소송의 대상이다. — 부정당업자 제재와 입찰참가자격 제한처분은 대표적인 행정소송 대상이다.<br>④ 행정심판을 거치면 행정소송을 제기할 수 없다. — 행정심판은 행정소송과 별개의 절차이며 심판을 거쳤다고 소송이 봉쇄되지 않는다.<br><br><b>난이도</b>: 함정	subject_1 S1.M6.SB1.D2 positive trap
[핵심개념] 계약의 성립 관련 규정	<b>출제 포인트</b>: 내용은 ①계약의 목적 ②계약금액 ③이행기간 ④계약보증금 ⑤위험부담 ⑥지체상금(遲滯償金) 등이다.<br><br><b>문제 연결</b>: 계약서 기재사항은 계약의 목적, 계약금액, 이행기간, 계약보증금, 위험부담, 지체상금 등이다. 계약상대자의 경영목표는 계약서 기재사항이 아니다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제6장-계약서-작성-사항	subject_1 S1.M5.SB1.D1 positive concept
[기본형] 「국가계약법 시행령」상 계약서에 명시해야 할 사항으로 옳지 않은 것은?<br><br>① 계약의 목적<br>② 계약금액<br>③ 이행기간과 계약보증금<br>④ 계약상대자의 연간 매출액 목표	<b>정답</b>: ④ 계약상대자의 연간 매출액 목표<br><br>계약서 기재사항은 계약의 목적, 계약금액, 이행기간, 계약보증금, 위험부담, 지체상금 등이다. 계약상대자의 경영목표는 계약서 기재사항이 아니다.<br><br><b>근거</b>: 내용은 ①계약의 목적 ②계약금액 ③이행기간 ④계약보증금 ⑤위험부담 ⑥지체상금(遲滯償金) 등이다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제6장-계약서-작성-사항	subject_1 S1.M5.SB1.D1 positive source
계약의 성립 관련 규정에서 조심할 선택지는?<br><br>「국가계약법 시행령」상 계약서에 명시해야 할 사항으로 옳지 않은 것은?	① 계약의 목적 — 계약의 목적은 계약서 기재사항에 해당한다.<br>② 계약금액 — 계약금액은 계약서 기재사항에 해당한다.<br>③ 이행기간과 계약보증금 — 이행기간과 계약보증금 모두 계약서 기재사항에 해당한다.<br>④ 계약상대자의 연간 매출액 목표 — 계약상대자의 연간 매출액 목표는 계약서 기재사항이 아니므로 옳지 않다.<br><br><b>난이도</b>: 기초	subject_1 S1.M5.SB1.D1 positive trap
[핵심개념] 공공조달 분쟁조정	<b>출제 포인트</b>: 국가계약분쟁조정위원회는 조정 등을 신청한 경우 계약상대자와 해당 중앙관서의 장에게 통지하고 필요한 경우 입찰 절차를 연기하거나 계약 체결 중지를 요구할 수 있다. 15일 이내 조달기업과 해당 중앙관서의 장이 조정 결과에 이의를 제기하지 않는 경우 해당 조정은 재판상 ‘화해’와 동일한 효력이 있다.<br><br><b>문제 연결</b>: 조정 결과에 15일 이내 이의가 없으면 재판상 화해와 동일한 효력이 발생한다. 조정위원회는 입찰 절차 연기나 계약 체결 중지도 요구할 수 있으며, 소송에 앞서 조정·중재를 우선 진행할 수 있다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제6장-1.7-국가계약분쟁조정위원회	subject_1 S1.M6.SB1.D1 positive concept
[기본형] 국가계약분쟁조정위원회의 조정 절차에 대한 설명으로 옳은 것은?<br><br>① 조정 결과 회신 후 15일 이내에 당사자가 이의를 제기하지 않으면 해당 조정은 재판상 화해와 동일한 효력이 있다.<br>② 조정을 신청하면 입찰 절차의 연기나 계약 체결 중지를 요구할 수 없다.<br>③ 국가계약에서는 분쟁 발생 시 반드시 소송을 먼저 거쳐야 한다.<br>④ 조정 결과는 어떠한 경우에도 법적 효력을 가지지 않는다.	<b>정답</b>: ① 조정 결과 회신 후 15일 이내에 당사자가 이의를 제기하지 않으면 해당 조정은 재판상 화해와 동일한 효력이 있다.<br><br>조정 결과에 15일 이내 이의가 없으면 재판상 화해와 동일한 효력이 발생한다. 조정위원회는 입찰 절차 연기나 계약 체결 중지도 요구할 수 있으며, 소송에 앞서 조정·중재를 우선 진행할 수 있다.<br><br><b>근거</b>: 국가계약분쟁조정위원회는 조정 등을 신청한 경우 계약상대자와 해당 중앙관서의 장에게 통지하고 필요한 경우 입찰 절차를 연기하거나 계약 체결 중지를 요구할 수 있다. 15일 이내 조달기업과 해당 중앙관서의 장이 조정 결과에 이의를 제기하지 않는 경우 해당 조정은 재판상 ‘화해’와 동일한 효력이 있다.<br><b>출처</b>: docs/공식책/공공조달의 이해.pdf#제6장-1.7-국가계약분쟁조정위원회	subject_1 S1.M6.SB1.D1 positive source
공공조달 분쟁조정에서 조심할 선택지는?<br><br>국가계약분쟁조정위원회의 조정 절차에 대한 설명으로 옳은 것은?	① 조정 결과 회신 후 15일 이내에 당사자가 이의를 제기하지 않으면 해당 조정은 재판상 화해와 동일한 효력이 있다. — 15일 이내 무이의 시 재판상 화해와 동일한 효력이 있다는 서술로 정답이다.<br>② 조정을 신청하면 입찰 절차의 연기나 계약 체결 중지를 요구할 수 없다. — 조정위원회는 필요한 경우 입찰 절차 연기나 계약 체결 중지를 요구할 수 있다.<br>③ 국가계약에서는 분쟁 발생 시 반드시 소송을 먼저 거쳐야 한다. — 소송에 앞서 조정 또는 중재 절차를 우선 진행할 수 있다.<br>④ 조정 결과는 어떠한 경우에도 법적 효력을 가지지 않는다. — 이의가 없는 조정은 재판상 화해와 동일한 효력을 가진다.<br><br><b>난이도</b>: 중요	subject_1 S1.M6.SB1.D1 positive trap
[핵심개념] 공급계획 및 일정 수립	"<b>출제 포인트</b>: 공공조달을 체계적으로 준비하고 참여하기 위한 공급계획 수립은 ""수요정보 수집-공급환경분석-내부공급역량분석-적정성분석-공급계획수립""의 5단계로 구성된다.<br><br><b>문제 연결</b>: 공급계획 수립은 수요정보 수집 → 공급환경분석 → 내부공급역량분석 → 적정성분석 → 공급계획수립의 5단계다. 외부 환경(공급환경)을 먼저 보고 내부 역량을 점검하는 순서가 핵심이다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제3장-공급계획-수립-5단계"	subject_2 S2.M1.SB1.D3 box-blank concept
[박스 빈칸] 다음은 공급업체의 공급계획 수립 5단계이다. ( ㄱ )과 ( ㄴ )에 들어갈 단계로 옳은 것은?<br><br><div style='border-left:3px solid #6f8f73;padding-left:10px'>수요정보 수집 → ( ㄱ ) → ( ㄴ ) → 적정성 분석 → 공급계획 수립</div><br><br>① ㄱ: 공급환경분석, ㄴ: 내부공급역량분석<br>② ㄱ: 내부공급역량분석, ㄴ: 공급환경분석<br>③ ㄱ: 입찰공고 확인, ㄴ: 공급환경분석<br>④ ㄱ: 공급환경분석, ㄴ: 계약이행 관리	"<b>정답</b>: ① ㄱ: 공급환경분석, ㄴ: 내부공급역량분석<br><br>공급계획 수립은 수요정보 수집 → 공급환경분석 → 내부공급역량분석 → 적정성분석 → 공급계획수립의 5단계다. 외부 환경(공급환경)을 먼저 보고 내부 역량을 점검하는 순서가 핵심이다.<br><br><b>근거</b>: 공공조달을 체계적으로 준비하고 참여하기 위한 공급계획 수립은 ""수요정보 수집-공급환경분석-내부공급역량분석-적정성분석-공급계획수립""의 5단계로 구성된다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제3장-공급계획-수립-5단계"	subject_2 S2.M1.SB1.D3 box-blank source
공급계획 및 일정 수립에서 조심할 선택지는?<br><br>다음은 공급업체의 공급계획 수립 5단계이다. ( ㄱ )과 ( ㄴ )에 들어갈 단계로 옳은 것은?	① ㄱ: 공급환경분석, ㄴ: 내부공급역량분석 — 공급환경분석 다음에 내부공급역량분석이 오는 순서로 정답이다.<br>② ㄱ: 내부공급역량분석, ㄴ: 공급환경분석 — 외부 공급환경분석과 내부공급역량분석의 순서가 뒤바뀌었다.<br>③ ㄱ: 입찰공고 확인, ㄴ: 공급환경분석 — 입찰공고 확인은 5단계 절차에 포함된 단계가 아니다.<br>④ ㄱ: 공급환경분석, ㄴ: 계약이행 관리 — 계약이행 관리는 공급계획 수립 단계가 아니라 계약 체결 이후의 활동이다.<br><br><b>난이도</b>: 중요	subject_2 S2.M1.SB1.D3 box-blank trap
[핵심개념] 공급 대상물 수요정보 식별	<b>출제 포인트</b>: 잠재적 공급업체가 공급 가능한 물품, 서비스 및 공사에 대한 공급기회 탐색을 위해 입찰공고를 확인하는 것은 실제 공급기회 확보 가능성 측면에서 최적의 준비기간을 놓쳤다고 볼 수 있다.<br><br><b>문제 연결</b>: 입찰공고를 보고 나서야 기회를 인지하는 것은 이미 준비기간을 놓친 것이다. 사전규격공개 등 공고 이전 단계부터 수요정보를 수집해야 한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제3장-수요정보-수집	subject_2 S2.M1.SB1.D1 negative concept
[부정형] 잠재적 공급업체의 수요정보 식별에 대한 설명으로 옳지 않은 것은?<br><br>① 이전 입찰공고문, 수의계약 안내공고문, 다수공급자계약 공고문 등을 검색해 조달방법을 확인해야 한다.<br>② 공급 희망 조달대상물이 어떤 조달방법으로 계약되는지를 먼저 확인할 필요가 있다.<br>③ 입찰공고를 확인하는 시점에 공급기회를 인지하는 것이 최적의 준비 방법이다.<br>④ 체계적인 참여를 위해서는 입찰공고 이전 단계부터 수요정보를 수집해야 한다.	<b>정답</b>: ③ 입찰공고를 확인하는 시점에 공급기회를 인지하는 것이 최적의 준비 방법이다.<br><br>입찰공고를 보고 나서야 기회를 인지하는 것은 이미 준비기간을 놓친 것이다. 사전규격공개 등 공고 이전 단계부터 수요정보를 수집해야 한다.<br><br><b>근거</b>: 잠재적 공급업체가 공급 가능한 물품, 서비스 및 공사에 대한 공급기회 탐색을 위해 입찰공고를 확인하는 것은 실제 공급기회 확보 가능성 측면에서 최적의 준비기간을 놓쳤다고 볼 수 있다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제3장-수요정보-수집	subject_2 S2.M1.SB1.D1 negative source
공급 대상물 수요정보 식별에서 조심할 선택지는?<br><br>잠재적 공급업체의 수요정보 식별에 대한 설명으로 옳지 않은 것은?	① 이전 입찰공고문, 수의계약 안내공고문, 다수공급자계약 공고문 등을 검색해 조달방법을 확인해야 한다. — 이전 공고문 검색을 통한 조달방법 확인은 권장되는 절차다.<br>② 공급 희망 조달대상물이 어떤 조달방법으로 계약되는지를 먼저 확인할 필요가 있다. — 공급 희망 대상물의 조달방법 확인은 준비의 출발점이다.<br>③ 입찰공고를 확인하는 시점에 공급기회를 인지하는 것이 최적의 준비 방법이다. — 입찰공고 확인 시점은 이미 최적의 준비기간을 놓친 것이므로 옳지 않다.<br>④ 체계적인 참여를 위해서는 입찰공고 이전 단계부터 수요정보를 수집해야 한다. — 공고 이전 단계부터의 정보 수집이 체계적 참여의 전제다.<br><br><b>난이도</b>: 함정	subject_2 S2.M1.SB1.D1 negative trap
[핵심개념] 공급 의사결정을 위한 비용 분석	<b>출제 포인트</b>: 계약목적물을 획득에 소요되는 비용의 산정은 동일거나 유사한 물품이나 서비스, 공사의 거래실례가격, 원가계산가격, 조사가격 등에 따라 시행하고, 가격 표시가 없는 경우에는 견적가격이나 감정가격 등으로 산정한다.<br><br><b>문제 연결</b>: 비용 산정 기준은 거래실례가격·원가계산가격·조사가격이 원칙이고, 가격 표시가 없으면 견적가격·감정가격을 쓴다. 다만 산정 결과는 수요기관 예산 범위 내에서 조정을 거쳐 반영되는 것이 일반적이다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제3장-비용-산정-기준	subject_2 S2.M1.SB3.D1 positive concept
[기본형] 공공조달 입찰에서 계약목적물 획득에 소요되는 비용 산정에 대한 설명으로 옳은 것은?<br><br>① 동일하거나 유사한 물품·서비스·공사의 거래실례가격, 원가계산가격, 조사가격 등에 따라 시행하고, 가격 표시가 없는 경우 견적가격이나 감정가격으로 산정한다.<br>② 산정된 비용은 조정 없이 그대로 예산에 반영되는 것이 원칙이다.<br>③ 거래실례가격과 원가계산가격은 시기나 요구조건과 무관하게 항상 동일한 기준으로 비교할 수 있다.<br>④ 비용 산정은 오직 감정가격만을 근거로 해야 한다.	<b>정답</b>: ① 동일하거나 유사한 물품·서비스·공사의 거래실례가격, 원가계산가격, 조사가격 등에 따라 시행하고, 가격 표시가 없는 경우 견적가격이나 감정가격으로 산정한다.<br><br>비용 산정 기준은 거래실례가격·원가계산가격·조사가격이 원칙이고, 가격 표시가 없으면 견적가격·감정가격을 쓴다. 다만 산정 결과는 수요기관 예산 범위 내에서 조정을 거쳐 반영되는 것이 일반적이다.<br><br><b>근거</b>: 계약목적물을 획득에 소요되는 비용의 산정은 동일거나 유사한 물품이나 서비스, 공사의 거래실례가격, 원가계산가격, 조사가격 등에 따라 시행하고, 가격 표시가 없는 경우에는 견적가격이나 감정가격 등으로 산정한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제3장-비용-산정-기준	subject_2 S2.M1.SB3.D1 positive source
공급 의사결정을 위한 비용 분석에서 조심할 선택지는?<br><br>공공조달 입찰에서 계약목적물 획득에 소요되는 비용 산정에 대한 설명으로 옳은 것은?	① 동일하거나 유사한 물품·서비스·공사의 거래실례가격, 원가계산가격, 조사가격 등에 따라 시행하고, 가격 표시가 없는 경우 견적가격이나 감정가격으로 산정한다. — 비용 산정의 근거 가격과 보충적 가격을 정확히 서술해 정답이다.<br>② 산정된 비용은 조정 없이 그대로 예산에 반영되는 것이 원칙이다. — 산정된 비용은 수요기관이 확보·신청한 예산 범위 내에서 조정을 거쳐 반영되는 것이 일반적이다.<br>③ 거래실례가격과 원가계산가격은 시기나 요구조건과 무관하게 항상 동일한 기준으로 비교할 수 있다. — 원가계산에 따른 가격을 제외한 다른 가격은 시기·세부 요구조건에 따라 동일 기준으로 비교하기 어렵다.<br>④ 비용 산정은 오직 감정가격만을 근거로 해야 한다. — 감정가격은 가격 표시가 없는 경우의 보충적 산정 방법 중 하나일 뿐이다.<br><br><b>난이도</b>: 중요	subject_2 S2.M1.SB3.D1 positive trap
[핵심개념] 적정 공급비용 산정	<b>출제 포인트</b>: ‘가격’은 해당 계약목적물의 조달을 위해 지급하는 교환가치에 해당하는 금액이며, ‘비용(Cost)’은 해당 가격에 운송비나 운영비, 폐기비 같은 계약목적물과 관련해 지출되는 비용을 모두 더한 금액으로 서로 구분된다. 그러나 통상적으로 입찰에서 입찰금액은 이들 가격과 비용이 모두 합산된 금액이며, 가격평가 역시 이를 모두 포함한 금액을 기준으로 평가한다.<br><br><b>문제 연결</b>: 가격은 교환가치, 비용은 가격 + 운송비·운영비·폐기비 등 부대 지출이다. 다만 실제 입찰금액과 가격평가는 둘을 합산한 금액을 기준으로 한다는 점을 함께 기억해야 한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제2절-평가-가격과-비용의-구분	subject_2 S2.M1.SB3.D2 concept-diff concept
[개념 구별] 공공조달에서 ‘가격(Price)’과 ‘비용(Cost)’의 구분에 대한 설명으로 옳은 것은?<br><br>① 가격은 계약목적물 조달을 위해 지급하는 교환가치에 해당하는 금액이고, 비용은 그 가격에 운송비·운영비·폐기비 등을 모두 더한 금액이다.<br>② 비용은 교환가치에 해당하는 금액이고, 가격은 여기에 부대비용을 더한 금액이다.<br>③ 입찰금액은 가격만을 의미하며 비용 요소는 제외된다.<br>④ 가격평가는 운송비·운영비를 제외한 순수 교환가치만을 기준으로 한다.	<b>정답</b>: ① 가격은 계약목적물 조달을 위해 지급하는 교환가치에 해당하는 금액이고, 비용은 그 가격에 운송비·운영비·폐기비 등을 모두 더한 금액이다.<br><br>가격은 교환가치, 비용은 가격 + 운송비·운영비·폐기비 등 부대 지출이다. 다만 실제 입찰금액과 가격평가는 둘을 합산한 금액을 기준으로 한다는 점을 함께 기억해야 한다.<br><br><b>근거</b>: ‘가격’은 해당 계약목적물의 조달을 위해 지급하는 교환가치에 해당하는 금액이며, ‘비용(Cost)’은 해당 가격에 운송비나 운영비, 폐기비 같은 계약목적물과 관련해 지출되는 비용을 모두 더한 금액으로 서로 구분된다. 그러나 통상적으로 입찰에서 입찰금액은 이들 가격과 비용이 모두 합산된 금액이며, 가격평가 역시 이를 모두 포함한 금액을 기준으로 평가한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제2절-평가-가격과-비용의-구분	subject_2 S2.M1.SB3.D2 concept-diff source
적정 공급비용 산정에서 조심할 선택지는?<br><br>공공조달에서 ‘가격(Price)’과 ‘비용(Cost)’의 구분에 대한 설명으로 옳은 것은?	① 가격은 계약목적물 조달을 위해 지급하는 교환가치에 해당하는 금액이고, 비용은 그 가격에 운송비·운영비·폐기비 등을 모두 더한 금액이다. — 가격과 비용의 정의를 정확히 구분해 정답이다.<br>② 비용은 교환가치에 해당하는 금액이고, 가격은 여기에 부대비용을 더한 금액이다. — 가격과 비용의 정의가 서로 뒤바뀌었다.<br>③ 입찰금액은 가격만을 의미하며 비용 요소는 제외된다. — 통상 입찰금액은 가격과 비용이 모두 합산된 금액이다.<br>④ 가격평가는 운송비·운영비를 제외한 순수 교환가치만을 기준으로 한다. — 가격평가 역시 가격과 비용을 모두 포함한 금액을 기준으로 한다.<br><br><b>난이도</b>: 함정	subject_2 S2.M1.SB3.D2 concept-diff trap
[핵심개념] 경쟁입찰참가자격 등록	<b>출제 포인트</b>: 물품으로 나라장터에 경쟁입찰참가자격 등록을 신청하는 경우, 직접 제조하는 경우는 제조업체로, 다른 제조업자의 물품을 구매해 공급(유통)하는 경우는 공급업체로 등록하는 과정에서 공장등록증과 직접생산확인기준(제조공정표) 등 제출서류가 달라진다.<br><br><b>문제 연결</b>: 제조업체 등록과 공급업체 등록은 제출서류(공장등록증, 직접생산확인기준 등)가 다르며, 제조 능력이 있더라도 제조업체로 등록하지 않으면 제조물품 입찰에 참가할 수 없다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제4장-경쟁입찰참가자격-등록	subject_2 S2.M2.SB1.D1 positive concept
[기본형] 나라장터 경쟁입찰참가자격 등록에 대한 설명으로 옳은 것은?<br><br>① 직접 제조하는 경우는 제조업체로, 다른 제조업자의 물품을 구매해 공급하는 경우는 공급업체로 등록하며 제출서류가 달라진다.<br>② 제조업체와 공급업체는 등록 구분 없이 동일한 서류를 제출한다.<br>③ 제조 능력이 있으면 해당 물품의 제조업체로 등록하지 않아도 제조물품 입찰에 참가할 수 있다.<br>④ 입찰참가자격 등록은 개찰일 이후에만 유효하게 인정된다.	<b>정답</b>: ① 직접 제조하는 경우는 제조업체로, 다른 제조업자의 물품을 구매해 공급하는 경우는 공급업체로 등록하며 제출서류가 달라진다.<br><br>제조업체 등록과 공급업체 등록은 제출서류(공장등록증, 직접생산확인기준 등)가 다르며, 제조 능력이 있더라도 제조업체로 등록하지 않으면 제조물품 입찰에 참가할 수 없다.<br><br><b>근거</b>: 물품으로 나라장터에 경쟁입찰참가자격 등록을 신청하는 경우, 직접 제조하는 경우는 제조업체로, 다른 제조업자의 물품을 구매해 공급(유통)하는 경우는 공급업체로 등록하는 과정에서 공장등록증과 직접생산확인기준(제조공정표) 등 제출서류가 달라진다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제4장-경쟁입찰참가자격-등록	subject_2 S2.M2.SB1.D1 positive source
